epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,25.9315,1.28643,4.67961,3.28077,0.02,6.4522,0.01,1,0.02069,0.01502,0.01,1,0.0162,0.01028,0.59845,2.35437,3.33161,0.01318,0,0.0003,0.0001,0.0003,0.0001,0.0003,0.0001,0.0003,0.0001
2,39.3978,1.27623,4.87167,3.20862,0.02008,6.24075,0.01,1,0.01986,0.01393,0.01,1,0.01453,0.00951,0.72498,2.49216,3.34194,0.01642,0,0.000655644,0.000218548,0.000655644,0.000218548,0.000655644,0.000218548,0.000655644,0.000218548
3,53.5973,1.13696,4.45502,3.21505,0.01866,5.82332,0.00958,0.95833,0.01822,0.01204,0.00958,0.95833,0.0278,0.00979,0.99944,3.1073,3.37966,0.02229,0,0.00100654,0.000335512,0.00100654,0.000335512,0.00100654,0.000335512,0.00100654,0.000335512
4,68.2792,1.369,4.05082,3.28283,0.02004,5.51601,0.00958,0.95833,0.0184,0.01235,0.00917,0.91667,0.04973,0.01155,1.19066,3.2952,3.39933,0.02781,0,0.00135268,0.000450892,0.00135268,0.000450892,0.00135268,0.000450892,0.00135268,0.000450892
5,78.4937,1.14382,3.71616,3.27381,0.01711,4.89167,0.00917,0.91667,0.01821,0.01235,0.00917,0.91667,0.04515,0.012,1.18084,3.46092,3.39701,0.02824,0,0.00169406,0.000564688,0.00169406,0.000564688,0.00169406,0.000564688,0.00169406,0.000564688
6,89.5313,1.16365,3.29633,3.3165,0.01654,4.71481,0.00917,0.91667,0.01823,0.01278,0.00875,0.875,0.08059,0.02179,1.09355,2.98662,3.39352,0.02588,0,0.0020307,0.0006769,0.0020307,0.0006769,0.0020307,0.0006769,0.0020307,0.0006769
7,100.14,1.19196,3.40609,3.24977,0.01819,4.47334,0.01,1,0.02156,0.01543,0.01,1,0.13637,0.04596,0.78093,2.71695,3.34575,0.01736,0,0.00236258,0.000787528,0.00236258,0.000787528,0.00236258,0.000787528,0.00236258,0.000787528
8,106.543,1.24381,3.13039,3.24691,0.01783,4.42682,0.01,1,0.02156,0.01543,0.01,1,0.13637,0.04596,0.78093,2.71695,3.34575,0.01736,0,0.00268972,0.000896572,0.00268972,0.000896572,0.00268972,0.000896572,0.00268972,0.000896572
9,117.234,1.04673,2.94819,3.27786,0.01534,4.31108,0.01,1,0.03989,0.0269,0.01,1,0.16844,0.09335,0.56956,2.59315,3.33182,0.01264,0,0.0030121,0.00100403,0.0030121,0.00100403,0.0030121,0.00100403,0.0030121,0.00100403
10,127.246,1.08888,3.04964,3.21594,0.01555,3.68178,0.01,1,0.04467,0.02841,0.01,1,0.18065,0.08667,0.54645,2.48822,3.32144,0.01206,0,0.00332972,0.00110991,0.00332972,0.00110991,0.00332972,0.00110991,0.00332972,0.00110991
11,133.962,1.0067,2.70937,3.15613,0.01475,3.09982,0.01,1,0.04467,0.02841,0.01,1,0.18065,0.08667,0.54645,2.48822,3.32144,0.01206,0,0.0036426,0.0012142,0.0036426,0.0012142,0.0036426,0.0012142,0.0036426,0.0012142
12,144.409,0.9702,2.69918,3.17413,0.01577,3.30184,0.01,1,0.03479,0.02249,0.01,1,0.12689,0.04486,0.55435,1.95719,3.33187,0.01195,0,0.00395072,0.00131691,0.00395072,0.00131691,0.00395072,0.00131691,0.00395072,0.00131691
13,151.736,1.00835,2.67489,3.11257,0.01519,3.04685,0.01,1,0.03479,0.02249,0.01,1,0.12689,0.04486,0.55435,1.95719,3.33187,0.01195,0,0.0042541,0.00141803,0.0042541,0.00141803,0.0042541,0.00141803,0.0042541,0.00141803
14,158.004,0.88453,2.37909,3.14605,0.01299,2.87298,0.01,1,0.03479,0.02249,0.01,1,0.12689,0.04486,0.55435,1.95719,3.33187,0.01195,0,0.00455272,0.00151757,0.00455272,0.00151757,0.00455272,0.00151757,0.00455272,0.00151757
15,169.022,0.99998,2.61793,3.05685,0.01535,2.74324,0.01,1,0.06975,0.04163,0.01,1,0.12564,0.06666,0.53233,1.74672,3.31169,0.01144,0,0.00484658,0.00161553,0.00484658,0.00161553,0.00484658,0.00161553,0.00484658,0.00161553
16,175.308,0.94213,2.53948,3.11635,0.01391,2.56307,0.01,1,0.06975,0.04163,0.01,1,0.12564,0.06666,0.53233,1.74672,3.31169,0.01144,0,0.0051357,0.0017119,0.0051357,0.0017119,0.0051357,0.0017119,0.0051357,0.0017119
17,185.378,0.84465,2.16403,3.044,0.01274,2.43485,0.01,1,0.04608,0.0339,0.01,1,0.09531,0.05086,0.58273,1.72157,3.24909,0.01242,0,0.0053664,0.0017888,0.0053664,0.0017888,0.0053664,0.0017888,0.0053664,0.0017888
18,192.235,0.83973,1.89365,3.04524,0.01161,2.07946,0.01,1,0.04608,0.0339,0.01,1,0.09531,0.05086,0.58273,1.72157,3.24909,0.01242,0,0.0053268,0.0017756,0.0053268,0.0017756,0.0053268,0.0017756,0.0053268,0.0017756
19,198.874,0.82924,1.86092,3.06798,0.01156,2.06994,0.01,1,0.04608,0.0339,0.01,1,0.09531,0.05086,0.58273,1.72157,3.24909,0.01242,0,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624
20,208.949,0.84031,2.08133,3.03631,0.01235,2.1037,0.01,1,0.03925,0.03054,0.01,1,0.09471,0.04646,0.54448,1.76544,3.1565,0.01144,0,0.0052476,0.0017492,0.0052476,0.0017492,0.0052476,0.0017492,0.0052476,0.0017492
21,215.167,0.74193,1.6644,3.04677,0.01062,1.80714,0.01,1,0.03925,0.03054,0.01,1,0.09471,0.04646,0.54448,1.76544,3.1565,0.01144,0,0.005208,0.001736,0.005208,0.001736,0.005208,0.001736,0.005208,0.001736
22,221.815,0.81497,1.71513,3.01212,0.01124,1.8077,0.01,1,0.03925,0.03054,0.01,1,0.09471,0.04646,0.54448,1.76544,3.1565,0.01144,0,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228
23,231.794,0.75804,1.81441,2.97047,0.01064,1.57505,0.01,1,0.04151,0.03402,0.01,1,0.14007,0.05724,0.4398,1.56138,3.08861,0.00904,0,0.0051288,0.0017096,0.0051288,0.0017096,0.0051288,0.0017096,0.0051288,0.0017096
24,237.837,0.68047,1.48414,2.99419,0.0093,1.44948,0.01,1,0.04151,0.03402,0.01,1,0.14007,0.05724,0.4398,1.56138,3.08861,0.00904,0,0.0050892,0.0016964,0.0050892,0.0016964,0.0050892,0.0016964,0.0050892,0.0016964
25,248.258,0.64531,1.53461,2.95142,0.0084,1.52521,0.01,1,0.04259,0.03531,0.01,1,0.13168,0.05344,0.43032,1.35384,3.02379,0.00872,0,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832
26,254.834,0.71555,1.54887,2.93249,0.00995,1.34247,0.01,1,0.04259,0.03531,0.01,1,0.13168,0.05344,0.43032,1.35384,3.02379,0.00872,0,0.00501,0.00167,0.00501,0.00167,0.00501,0.00167,0.00501,0.00167
27,261.432,0.60972,1.3698,2.88377,0.00831,1.22225,0.01,1,0.04259,0.03531,0.01,1,0.13168,0.05344,0.43032,1.35384,3.02379,0.00872,0,0.0049704,0.0016568,0.0049704,0.0016568,0.0049704,0.0016568,0.0049704,0.0016568
28,271.825,0.69734,1.38646,2.97824,0.00858,1.23068,0.01,1,0.04007,0.03438,0.01,1,0.16479,0.06832,0.45975,1.07937,2.96207,0.0092,0,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436
29,278.276,0.79525,1.49585,2.96658,0.00979,1.25172,0.01,1,0.04007,0.03438,0.01,1,0.16479,0.06832,0.45975,1.07937,2.96207,0.0092,0,0.0048912,0.0016304,0.0048912,0.0016304,0.0048912,0.0016304,0.0048912,0.0016304
30,284.427,0.76185,1.24996,2.91599,0.01011,1.14555,0.01,1,0.04007,0.03438,0.01,1,0.16479,0.06832,0.45975,1.07937,2.96207,0.0092,0,0.0048516,0.0016172,0.0048516,0.0016172,0.0048516,0.0016172,0.0048516,0.0016172
31,294.471,0.59713,1.2462,2.80976,0.00816,1.04593,0.01,1,0.04024,0.03397,0.01,1,0.19825,0.07003,0.48201,1.13291,2.91696,0.0099,0,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604
32,301.118,0.60797,1.12798,2.84853,0.00797,0.97008,0.01,1,0.04024,0.03397,0.01,1,0.19825,0.07003,0.48201,1.13291,2.91696,0.0099,0,0.0047724,0.0015908,0.0047724,0.0015908,0.0047724,0.0015908,0.0047724,0.0015908
33,311.569,0.59472,1.22287,2.84923,0.00854,1.07403,0.01,1,0.05916,0.04317,0.01,1,0.15558,0.06567,0.47881,1.09011,2.84047,0.00936,0,0.0047328,0.0015776,0.0047328,0.0015776,0.0047328,0.0015776,0.0047328,0.0015776
34,317.73,0.58371,1.26427,2.73908,0.0079,0.80777,0.01,1,0.05916,0.04317,0.01,1,0.15558,0.06567,0.47881,1.09011,2.84047,0.00936,0,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644
35,324.068,0.67401,1.2044,2.81435,0.00876,0.84522,0.01,1,0.05916,0.04317,0.01,1,0.15558,0.06567,0.47881,1.09011,2.84047,0.00936,0,0.0046536,0.0015512,0.0046536,0.0015512,0.0046536,0.0015512,0.0046536,0.0015512
36,335.301,0.53975,1.13673,2.73168,0.00746,0.76887,0.01,1,0.06866,0.05259,0.01,1,0.2591,0.10217,0.43882,0.98137,2.77588,0.00877,0,0.004614,0.001538,0.004614,0.001538,0.004614,0.001538,0.004614,0.001538
37,341.69,0.60839,1.19462,2.7346,0.00813,1.02521,0.01,1,0.06866,0.05259,0.01,1,0.2591,0.10217,0.43882,0.98137,2.77588,0.00877,0,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248
38,348.061,0.55442,1.02939,2.72304,0.0077,0.75234,0.01,1,0.06866,0.05259,0.01,1,0.2591,0.10217,0.43882,0.98137,2.77588,0.00877,0,0.0045348,0.0015116,0.0045348,0.0015116,0.0045348,0.0015116,0.0045348,0.0015116
39,358.637,0.53158,1.07861,2.65791,0.0069,0.70549,0.01,1,0.11955,0.09389,0.01,1,0.31299,0.15202,0.43612,0.92052,2.69647,0.0086,0,0.0044952,0.0014984,0.0044952,0.0014984,0.0044952,0.0014984,0.0044952,0.0014984
40,365.404,0.61681,1.17534,2.6737,0.00761,0.69121,0.01,1,0.11955,0.09389,0.01,1,0.31299,0.15202,0.43612,0.92052,2.69647,0.0086,0,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852
41,375.609,0.72373,1.16068,2.69827,0.01081,0.80274,0.01,1,0.22784,0.19327,0.01,1,0.33597,0.24704,0.41174,0.8665,2.60794,0.00814,0,0.004416,0.001472,0.004416,0.001472,0.004416,0.001472,0.004416,0.001472
42,381.87,0.61462,1.16306,2.68703,0.00866,0.63233,0.01,1,0.22784,0.19327,0.01,1,0.33597,0.24704,0.41174,0.8665,2.60794,0.00814,0,0.0043764,0.0014588,0.0043764,0.0014588,0.0043764,0.0014588,0.0043764,0.0014588
43,388.601,0.63081,1.2494,2.65491,0.00838,0.80311,0.01,1,0.22784,0.19327,0.01,1,0.33597,0.24704,0.41174,0.8665,2.60794,0.00814,0,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
44,399.616,0.62731,1.04385,2.66567,0.00888,0.63065,0.01,1,0.40625,0.34693,0.01,1,0.44712,0.37292,0.43568,0.91406,2.51942,0.00855,0,0.0042972,0.0014324,0.0042972,0.0014324,0.0042972,0.0014324,0.0042972,0.0014324
45,406.337,0.55074,0.96133,2.50085,0.00763,0.60637,0.01,1,0.40625,0.34693,0.01,1,0.44712,0.37292,0.43568,0.91406,2.51942,0.00855,0,0.0042576,0.0014192,0.0042576,0.0014192,0.0042576,0.0014192,0.0042576,0.0014192
46,412.731,0.58827,1.05837,2.6262,0.00698,0.65621,0.01,1,0.40625,0.34693,0.01,1,0.44712,0.37292,0.43568,0.91406,2.51942,0.00855,0,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
47,423.869,0.53195,0.95021,2.47373,0.00721,0.50584,0.01,1,0.4995,0.43369,0.01,1,0.4995,0.44764,0.43542,0.86764,2.42096,0.00865,0,0.0041784,0.0013928,0.0041784,0.0013928,0.0041784,0.0013928,0.0041784,0.0013928
48,430.463,0.51856,0.97901,2.43441,0.00769,0.69113,0.01,1,0.4995,0.43369,0.01,1,0.4995,0.44764,0.43542,0.86764,2.42096,0.00865,0,0.0041388,0.0013796,0.0041388,0.0013796,0.0041388,0.0013796,0.0041388,0.0013796
49,440.438,0.56279,0.99627,2.50163,0.00728,0.53765,0.24742,0.95833,0.53088,0.4818,0.24742,0.95833,0.53088,0.47533,0.43044,0.8362,2.31266,0.0083,0,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
50,446.936,0.59424,1.12954,2.43781,0.00847,0.49072,0.24742,0.95833,0.53088,0.4818,0.24742,0.95833,0.53088,0.47533,0.43044,0.8362,2.31266,0.0083,0,0.0040596,0.0013532,0.0040596,0.0013532,0.0040596,0.0013532,0.0040596,0.0013532
51,453.853,0.51887,0.98015,2.37667,0.00698,0.55004,0.24742,0.95833,0.53088,0.4818,0.24742,0.95833,0.53088,0.47533,0.43044,0.8362,2.31266,0.0083,0,0.00402,0.00134,0.00402,0.00134,0.00402,0.00134,0.00402,0.00134
52,464.264,0.61417,0.98833,2.37265,0.00735,0.69045,0.58525,0.23617,0.56032,0.50638,0.58525,0.23617,0.56032,0.49461,0.45515,0.83471,2.17659,0.00872,0,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268
53,470.835,0.59087,0.93595,2.37029,0.00728,0.68893,0.58525,0.23617,0.56032,0.50638,0.58525,0.23617,0.56032,0.49461,0.45515,0.83471,2.17659,0.00872,0,0.0039408,0.0013136,0.0039408,0.0013136,0.0039408,0.0013136,0.0039408,0.0013136
54,477.401,0.52382,0.91002,2.32404,0.00638,0.57028,0.58525,0.23617,0.56032,0.50638,0.58525,0.23617,0.56032,0.49461,0.45515,0.83471,2.17659,0.00872,0,0.0039012,0.0013004,0.0039012,0.0013004,0.0039012,0.0013004,0.0039012,0.0013004
55,487.94,0.56555,1.01029,2.24137,0.00668,0.48168,0.68464,0.16667,0.66951,0.61734,0.68464,0.16667,0.66951,0.60624,0.4046,0.84494,2.04771,0.00787,0,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872
56,494.298,0.5405,0.96093,2.22891,0.00751,0.48968,0.68464,0.16667,0.66951,0.61734,0.68464,0.16667,0.66951,0.60624,0.4046,0.84494,2.04771,0.00787,0,0.003822,0.001274,0.003822,0.001274,0.003822,0.001274,0.003822,0.001274
57,504.391,0.63872,1.13175,2.26141,0.00778,0.49915,0.78497,0.45644,0.75029,0.70059,0.78497,0.45644,0.75029,0.68235,0.43394,0.81663,1.89285,0.00818,0,0.0037824,0.0012608,0.0037824,0.0012608,0.0037824,0.0012608,0.0037824,0.0012608
58,510.992,0.50886,0.88639,2.08859,0.0064,0.39146,0.78497,0.45644,0.75029,0.70059,0.78497,0.45644,0.75029,0.68235,0.43394,0.81663,1.89285,0.00818,0,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476
59,517.276,0.53096,0.87302,2.1138,0.0074,0.39892,0.78497,0.45644,0.75029,0.70059,0.78497,0.45644,0.75029,0.68235,0.43394,0.81663,1.89285,0.00818,0,0.0037032,0.0012344,0.0037032,0.0012344,0.0037032,0.0012344,0.0037032,0.0012344
60,527.355,0.58808,0.89521,2.10874,0.00845,0.41878,0.73823,0.70516,0.74598,0.69056,0.73823,0.70516,0.74598,0.683,0.43396,0.82206,1.74794,0.00868,0,0.0036636,0.0012212,0.0036636,0.0012212,0.0036636,0.0012212,0.0036636,0.0012212
61,533.703,0.56138,0.91636,2.02417,0.0071,0.46172,0.73823,0.70516,0.74598,0.69056,0.73823,0.70516,0.74598,0.683,0.43396,0.82206,1.74794,0.00868,0,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
62,540.177,0.5551,0.88309,1.9688,0.00787,0.4189,0.73823,0.70516,0.74598,0.69056,0.73823,0.70516,0.74598,0.683,0.43396,0.82206,1.74794,0.00868,0,0.0035844,0.0011948,0.0035844,0.0011948,0.0035844,0.0011948,0.0035844,0.0011948
63,550.015,0.56225,0.84213,1.91643,0.00751,0.40394,0.79331,0.625,0.78382,0.72627,0.79331,0.625,0.78382,0.70042,0.44071,0.81864,1.63466,0.00845,0,0.0035448,0.0011816,0.0035448,0.0011816,0.0035448,0.0011816,0.0035448,0.0011816
64,557.028,0.56986,0.75921,1.83412,0.00657,0.42629,0.79331,0.625,0.78382,0.72627,0.79331,0.625,0.78382,0.70042,0.44071,0.81864,1.63466,0.00845,0,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684
65,567.703,0.56888,1.07524,1.94124,0.00655,0.47516,0.80756,0.58333,0.77592,0.72557,0.80756,0.58333,0.77592,0.6927,0.43613,0.80062,1.56251,0.00855,0,0.0034656,0.0011552,0.0034656,0.0011552,0.0034656,0.0011552,0.0034656,0.0011552
66,574.032,0.52758,0.94189,1.74998,0.00684,0.33897,0.80756,0.58333,0.77592,0.72557,0.80756,0.58333,0.77592,0.6927,0.43613,0.80062,1.56251,0.00855,0,0.003426,0.001142,0.003426,0.001142,0.003426,0.001142,0.003426,0.001142
67,580.364,0.51048,0.89151,1.70277,0.00674,0.35724,0.80756,0.58333,0.77592,0.72557,0.80756,0.58333,0.77592,0.6927,0.43613,0.80062,1.56251,0.00855,0,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288
68,590.414,0.54765,0.90756,1.72001,0.00691,0.38808,0.68774,0.64284,0.72483,0.67631,0.68774,0.64284,0.72483,0.65562,0.39405,0.77057,1.52888,0.00761,0,0.0033468,0.0011156,0.0033468,0.0011156,0.0033468,0.0011156,0.0033468,0.0011156
69,597.199,0.50635,0.75836,1.55863,0.00683,0.33208,0.68774,0.64284,0.72483,0.67631,0.68774,0.64284,0.72483,0.65562,0.39405,0.77057,1.52888,0.00761,0,0.0033072,0.0011024,0.0033072,0.0011024,0.0033072,0.0011024,0.0033072,0.0011024
70,603.775,0.58216,0.91741,1.64248,0.007,0.37625,0.68774,0.64284,0.72483,0.67631,0.68774,0.64284,0.72483,0.65562,0.39405,0.77057,1.52888,0.00761,0,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892
71,613.812,0.55128,0.85427,1.55477,0.00753,0.34794,0.54452,0.75,0.64719,0.60896,0.54452,0.75,0.64719,0.59201,0.3699,0.75805,1.57548,0.00701,0,0.003228,0.001076,0.003228,0.001076,0.003228,0.001076,0.003228,0.001076
72,619.88,0.5733,0.86037,1.50412,0.00687,0.41551,0.54452,0.75,0.64719,0.60896,0.54452,0.75,0.64719,0.59201,0.3699,0.75805,1.57548,0.00701,0,0.0031884,0.0010628,0.0031884,0.0010628,0.0031884,0.0010628,0.0031884,0.0010628
73,630.637,0.55491,0.82335,1.64793,0.00706,0.33407,0.46727,0.83333,0.64754,0.61322,0.46727,0.83333,0.64754,0.59188,0.32897,0.76167,1.6359,0.00611,0,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496
74,637.197,0.54938,0.80344,1.47398,0.00689,0.33848,0.46727,0.83333,0.64754,0.61322,0.46727,0.83333,0.64754,0.59188,0.32897,0.76167,1.6359,0.00611,0,0.0031092,0.0010364,0.0031092,0.0010364,0.0031092,0.0010364,0.0031092,0.0010364
75,643.618,0.53774,1.02404,1.40174,0.00592,0.37617,0.46727,0.83333,0.64754,0.61322,0.46727,0.83333,0.64754,0.59188,0.32897,0.76167,1.6359,0.00611,0,0.0030696,0.0010232,0.0030696,0.0010232,0.0030696,0.0010232,0.0030696,0.0010232
